customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,MonthlyRevenue,RevenuePerTenureMonth,ChurnProbability,RiskLevel,RevenueAtRisk
8942-DBMHZ,Male,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,255.35,0,7-12 Months,20.45,21.279166666666665,0.11835877350328702,Low,2.4204369181422196
4301-VVZKA,Male,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,0,13-24 Months,75.4,74.3375,0.6537483081746733,High,49.29262243637037
9199-PWQVC,Female,No,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,4786.15,0,49-72 Months,79.7,75.97063492063492,0.04397864651752704,Low,3.5050981274469053
4824-GUCBY,Female,Yes,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.7,1820.9,0,13-24 Months,81.7,82.76818181818182,0.4032488235773517,Medium,32.94542888626963
5393-HJZSM,Female,No,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,0,25-48 Months,76.3,75.1296875,0.09925950901757703,Low,7.573500538041127
7074-IEVOJ,Female,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,205.05,1,0-6 Months,79.4,68.35000000000001,0.7426547205956644,High,58.96678481529576
9625-QSTYE,Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,952.3,1,13-24 Months,81.15,73.25384615384615,0.6794630449744483,High,55.13842609967649
0862-PRCBS,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,0,49-72 Months,103.75,103.52132352941176,0.07020107404782612,Low,7.28336143246196
8812-ZRHFP,Female,No,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.45,2538.05,0,25-48 Months,86.45,84.60166666666667,0.3076882933406435,Medium,26.599652959298634
5146-CBVOE,Female,No,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,0,13-24 Months,75.1,75.803125,0.44661725348062603,Medium,33.54095573639501
0454-OKRCT,Male,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,0,25-48 Months,80.6,80.33636363636363,0.07883942178916319,Low,6.354457396206552
5787-KXGIY,Male,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1304.8,0,49-72 Months,19.3,18.12222222222222,0.0017725912417955816,Low,0.03421101096665473
4750-ZRXIU,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,1,0-6 Months,84.6,90.025,0.7452542041637188,High,63.048505672250606
4198-VFOEA,Female,No,No,No,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.6,435.45,0,7-12 Months,33.6,36.2875,0.1038900279458289,Low,3.4907049389798512
6630-UJZMY,Female,Yes,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,0,0-6 Months,83.25,77.0125,0.7413110800999068,High,61.71414741831724
5709-LVOEQ,Female,No,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,0.0,0,0-6 Months,80.85,0.0,0.1084992033120787,Low,8.772160587781562
6400-BWQKW,Female,No,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,434.5,1,0-6 Months,79.05,72.41666666666667,0.6158488707714265,High,48.68285323448126
2692-AQCPF,Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,7118.9,0,49-72 Months,108.05,109.52153846153846,0.15046907693174302,Low,16.258183762474832
0347-UBKUZ,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,320.45,0,13-24 Months,19.9,21.363333333333333,0.1042659151539538,Low,2.0748917115636805
0835-DUUIQ,Female,No,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.05,531.55,0,13-24 Months,21.05,22.147916666666664,0.03548136913366857,Low,0.7468828202637234
0811-GSDTP,Female,No,No,Yes,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.15,382.2,0,13-24 Months,30.15,29.4,0.34548334147204196,Medium,10.416322745382065
7567-ECMCM,Male,No,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,0,13-24 Months,79.85,83.375,0.49555117568291807,Medium,39.56976137828101
6115-ZTBFQ,Female,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,4919.7,0,49-72 Months,65.5,68.32916666666667,0.00657742842763344,Low,0.4308215620099903
6353-BRMMA,Female,No,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,0,49-72 Months,104.1,104.55185185185184,0.2881808857330314,Low,29.999630204808568
6680-WKXRZ,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,1,0-6 Months,74.4,71.93333333333334,0.5464000364352181,Medium,40.652162710780225
6231-WFGFH,Male,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,77.6,0,0-6 Months,20.5,19.4,0.2295662701800693,Low,4.706108538691421
9904-EHEVJ,Female,Yes,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,2896.55,0,25-48 Months,91.35,90.5171875,0.48506131766272637,Medium,44.31035136849005
7028-DVOIQ,Male,Yes,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8,1,25-48 Months,99.05,97.02285714285716,0.5893721064380927,Medium,58.37730714269308
6169-PPETC,Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,759.35,0,25-48 Months,20.5,21.695714285714285,0.011260891746982842,Low,0.23084828081314826
4208-UFFGW,Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,85.15,1,0-6 Months,44.95,42.575,0.3817403698754967,Medium,17.159229625903578
8584-KMVXD,Female,No,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.6,535.55,0,7-12 Months,75.6,66.94375,0.610399979846541,High,46.1462384763985
8467-WYNSR,Male,No,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.1,1253.15,0,13-24 Months,55.1,56.96136363636364,0.11215293675143309,Low,6.179626815003964
0851-DFJKB,Female,No,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,955.15,0,13-24 Months,58.95,63.67666666666666,0.20382144132412772,Low,12.015273966057329
5382-SOYZL,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,0,13-24 Months,95.1,98.3,0.6638317934978055,High,63.1304035616413
9448-REEVD,Male,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,44.7,1,0-6 Months,44.7,44.7,0.3732575608260182,Medium,16.684612968923012
3261-CQXOL,Female,No,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1813.35,0,49-72 Months,25.45,25.54014084507042,0.0023307700229664866,Low,0.05931809708449708
8388-FYNPZ,Male,No,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.75,245.15,0,0-6 Months,56.75,61.2875,0.35881128787299066,Medium,20.36254058679222
4002-BQWPQ,Male,No,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,0,25-48 Months,81.75,81.152,0.12800793438274422,Low,10.46464863578934
5651-YLPRD,Female,No,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,0,25-48 Months,86.1,85.1171875,0.5677408518194054,Medium,48.8824873416508
2826-DXLQO,Male,Yes,Yes,No,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.8,220.45,0,7-12 Months,29.8,31.49285714285714,0.2153301623771231,Low,6.416838838838268
4378-BZYFP,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.5,365.8,0,13-24 Months,20.5,21.51764705882353,0.07373986278050214,Low,1.5116671870002938
9489-UTFKA,Male,Yes,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,551.95,0,7-12 Months,60.9,68.99375,0.24638112606948723,Low,15.004610577631771
4849-PYRLQ,Female,Yes,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.25,4054.2,0,49-72 Months,73.25,72.39642857142857,0.012317723150415707,Low,0.9022732207679506
9117-SHLZX,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,1,0-6 Months,45.7,45.7,0.49673337571579546,Medium,22.700715270211855
9889-TMAHG,Male,Yes,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,832.35,1,7-12 Months,100.3,104.04375,0.3217024819258358,Medium,32.26675893716133
4541-RMRLG,Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,112.3,1,7-12 Months,19.25,16.04285714285714,0.2002105899587273,Low,3.8540538567055003
7764-BDPEE,Male,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,60.65,0,0-6 Months,20.85,20.216666666666665,0.17003953967561933,Low,3.545324402236663
3429-IFLEM,Female,No,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1,0,49-72 Months,77.35,78.17042253521127,0.008299970701588152,Low,0.6420027337678436
3158-MOERK,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,174.8,1,0-6 Months,96.0,87.4,0.7640956845825726,High,73.35318571992697
7294-TMAOP,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,90.55,1,0-6 Months,90.55,90.55,0.6806121497886529,High,61.62943016336252
5002-GCQFH,Male,No,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,0,49-72 Months,93.85,96.5938775510204,0.2800395609792762,Low,26.28171279790507
0556-FJEGU,Male,No,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,4048.95,0,49-72 Months,70.1,69.80948275862069,0.017772088368762665,Low,1.2458233946502626
8919-FYFQZ,Male,Yes,Yes,No,44,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,1359.7,1,25-48 Months,30.35,30.902272727272727,0.17132132532753638,Low,5.1996022236907296
0604-THJFP,Female,No,Yes,Yes,59,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,4542.35,0,49-72 Months,75.95,76.98898305084747,0.028624468895304612,Low,2.1740284125983855
2834-JRTUA,Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,7532.15,1,49-72 Months,108.05,106.08661971830983,0.06942657671886351,Low,7.501541614473203
5875-YPQFJ,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,1,0-6 Months,69.9,69.9,0.7477012601989191,High,52.26431808790445
5879-SESNB,Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,888.65,0,7-12 Months,75.25,80.78636363636363,0.5961738858678702,Medium,44.86208491155723
6646-QVXLR,Male,Yes,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,1,49-72 Months,103.75,102.95725806451614,0.287380200235028,Low,29.815695774384157
6461-PPAXN,Female,No,Yes,Yes,35,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95,1916.0,0,25-48 Months,54.95,54.74285714285714,0.052903348758760745,Low,2.907039014293903
3318-ISQFQ,Female,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.5,413.0,0,13-24 Months,19.5,20.65,0.11990007903829336,Low,2.3380515412467204
1106-HRLKZ,Male,No,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,808.95,0,25-48 Months,19.6,20.223750000000003,0.008988548280967647,Low,0.1761755463069659
2483-XSSMZ,Female,No,No,No,39,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,47.85,1886.4,0,25-48 Months,47.85,48.369230769230775,0.091730067177994,Low,4.389283714467013
8603-IJWDN,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,86.6,1,0-6 Months,86.6,86.6,0.7618287045773454,High,65.9743658163981
8165-ZJRNM,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.75,1679.25,0,49-72 Months,23.75,23.322916666666668,0.0021124196906544346,Low,0.050169967653042824
9369-XFEHK,Female,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,1,25-48 Months,80.6,80.5,0.43678057132581977,Medium,35.20451404886107
2604-XVDAM,Female,No,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.8,540.95,0,7-12 Months,43.8,45.07916666666667,0.2863391261309307,Low,12.541653724534765
3717-OFRTN,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.75,19.75,0,0-6 Months,19.75,19.75,0.17907330511975186,Low,3.5366977761150995
9046-JBFWA,Male,No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,537.35,0,25-48 Months,19.15,19.90185185185185,0.06137243727857896,Low,1.175282173884787
3280-NMUVX,Male,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,678.8,0,25-48 Months,19.6,19.96470588235294,0.020918467254525393,Low,0.4100019581886977
1206-EHBDD,Female,No,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),80.3,4513.65,0,49-72 Months,80.3,80.60089285714285,0.03818483230333442,Low,3.066242033957754
8361-LBRDI,Female,No,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.35,1423.85,0,49-72 Months,24.35,24.54913793103448,0.003925266599054537,Low,0.09558024168697798
4883-KCPZJ,Female,No,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,555.4,0,13-24 Months,25.25,25.245454545454542,0.02034937710143474,Low,0.5138217718112272
9108-EQPNQ,Female,No,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.1,225.55,0,7-12 Months,26.1,22.555,0.0345813393597571,Low,0.9025729572896604
7277-KAMWT,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,268.45,0,13-24 Months,20.0,20.65,0.029255012184888355,Low,0.5851002436977671
3842-IYKUE,Female,No,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.3,2917.5,1,25-48 Months,85.3,83.35714285714286,0.240290202352082,Low,20.496754260632596
6641-XRPSU,Female,No,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.0,2416.1,1,25-48 Months,70.0,71.06176470588235,0.3843872610694205,Medium,26.907108274859436
1374-DMZUI,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,424.45,1,0-6 Months,94.3,106.1125,0.7564703221786322,High,71.33515138144502
2545-LXYVJ,Male,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.7,1492.1,0,49-72 Months,20.7,20.72361111111111,0.0019766395672235317,Low,0.04091643904152711
3234-VKACU,Male,No,No,No,2,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.3,132.4,0,0-6 Months,70.3,66.2,0.40912720944202957,Medium,28.76164282377468
8357-EQXFO,Female,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,660.9,1,7-12 Months,95.35,94.41428571428573,0.7401274887485836,High,70.57115605217744
1989-PRJHP,Male,Yes,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1893.95,1,25-48 Months,75.5,70.1462962962963,0.5633597570189115,Medium,42.53366165492782
8120-JDCAM,Male,No,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.55,284.9,0,0-6 Months,69.55,71.225,0.6417929894953599,High,44.636702419402276
8917-FAEMR,Female,No,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,784.25,0,25-48 Months,19.85,21.195945945945947,0.01045798134600177,Low,0.20759092971813517
7047-YXDMZ,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,417.7,0,13-24 Months,20.0,19.89047619047619,0.08015487062153917,Low,1.6030974124307833
2858-EIMXH,Female,Yes,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.85,5016.25,0,49-72 Months,95.85,94.64622641509432,0.20802224305726696,Low,19.938931997039038
9524-EGPJC,Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.1,1612.75,1,13-24 Months,90.1,89.59722222222223,0.5748802238662944,Medium,51.79670817035313
6993-OHLXR,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.95,119.75,1,0-6 Months,68.95,59.875,0.6500831105508182,High,44.82323047247892
8818-XYFCQ,Male,No,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,1,25-48 Months,99.55,100.1453125,0.376123766477158,Medium,37.44312095280108
6419-ZTTLE,Male,Yes,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.75,485.2,0,13-24 Months,20.75,21.09565217391304,0.08249864074385367,Low,1.7118467954349637
0929-HYQEW,Male,No,No,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,160.85,0,0-6 Months,50.15,53.61666666666667,0.3635345011692347,Medium,18.231255233637118
6614-YOLAC,Female,No,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,58.65,4145.25,0,49-72 Months,58.65,58.38380281690141,0.005549461905993683,Low,0.3254759407865295
7426-RHZGU,Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,0,7-12 Months,95.9,91.9388888888889,0.5368563191894751,Medium,51.48452101027066
4065-JJAVA,Female,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.5,49.5,0,0-6 Months,49.5,49.5,0.49610319590129476,Medium,24.55710819711409
4695-VADHF,Male,No,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,1,13-24 Months,57.45,55.047222222222224,0.3514265350927613,Medium,20.189454441079135
3863-IUBJR,Male,No,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),53.65,696.35,1,7-12 Months,53.65,58.02916666666667,0.16939292850466467,Low,9.08793061427526
7649-SIJJF,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.1,5585.4,0,49-72 Months,80.1,78.66760563380281,0.013916534720920692,Low,1.1147144311457473
9361-YNQWJ,Female,No,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.4,1601.2,0,49-72 Months,24.4,25.01875,0.009223076055405028,Low,0.22504305575188266
3748-FVMZZ,Male,No,No,No,4,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.05,162.45,0,0-6 Months,40.05,40.6125,0.4575167969830366,Medium,18.323547719170616
9391-TTOYH,Female,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,470.2,0,13-24 Months,19.5,20.443478260869565,0.10821528872949271,Low,2.1101981302251076
1452-XRSJV,Female,No,Yes,Yes,39,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,2066.0,0,25-48 Months,51.05,52.97435897435897,0.08174662653891507,Low,4.173165284811614
3422-WJOYD,Male,No,Yes,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.35,1426.45,0,25-48 Months,54.35,50.94464285714286,0.04504041432309718,Low,2.447946518460332
8242-SOQUO,Female,Yes,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.7,392.5,0,0-6 Months,84.7,78.5,0.736952243233668,High,62.41985500189168
7460-ITWWP,Female,Yes,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,3861.45,0,25-48 Months,86.1,85.81,0.4773565849775687,Medium,41.10040196656866
7147-AYBAA,Male,No,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.35,2552.9,0,25-48 Months,70.35,68.9972972972973,0.3745324437842587,Medium,26.348357420222598
7868-TMWMZ,Female,Yes,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,6668.35,0,49-72 Months,110.0,111.13916666666668,0.06400529906569004,Low,7.040582897225904
4822-RVYBB,Male,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,819.4,1,7-12 Months,100.6,102.425,0.7429729836998262,High,74.74308216020252
6732-FZUGP,Female,No,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),94.9,4615.25,0,25-48 Months,94.9,98.19680851063828,0.1135406477428689,Low,10.77500747079826
8436-BJUMM,Male,No,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,2070.6,1,25-48 Months,83.75,79.63846153846154,0.5971553281874208,Medium,50.01175873569649
4184-TJFAN,Female,Yes,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.3,273.75,1,0-6 Months,88.3,91.25,0.4522381106006737,Medium,39.932625166039486
8329-GWVPJ,Female,No,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.7,0,49-72 Months,69.75,71.154,0.28019982458529014,Low,19.543937764823987
1352-VHKAJ,Male,No,Yes,Yes,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,0,25-48 Months,71.6,72.48518518518519,0.16860376523225126,Low,12.072029590629189
4145-UQXUQ,Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.1,729.95,1,7-12 Months,92.1,91.24375,0.7309564045370963,High,67.32108485786657
2632-TACXW,Female,No,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.65,1416.75,0,49-72 Months,23.65,22.850806451612904,0.003322693574514159,Low,0.07858170303725986
8146-QQKZH,Female,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.85,5924.4,0,49-72 Months,81.85,83.44225352112676,0.009880473890023122,Low,0.8087167878983925
1767-CJKBA,Male,No,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,1697.7,0,49-72 Months,25.1,25.722727272727276,0.0030119197812310612,Low,0.07559918650889964
6445-TNRXS,Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,0,49-72 Months,114.7,115.43897058823528,0.06017461355340037,Low,6.9020281745750225
