customerID,tenure,Contract,MonthlyCharges,TotalCharges,ChurnProbability,RiskLevel,RevenueAtRisk,Churn
1436-ZMJAN,10,Month-to-month,67.8,653.15,0.42609700759598584,Medium,28.88937711500784,0
1750-CSKKM,9,Month-to-month,55.35,449.75,0.4256070890121332,Medium,23.557352376821573,1
9584-EXCDZ,17,Month-to-month,70.5,1165.6,0.4254276153916697,Medium,29.992646885112713,0
2761-XECQW,8,Month-to-month,43.35,371.4,0.4253700874508689,Medium,18.43979329099517,0
1353-LJWEM,11,Month-to-month,60.9,688.5,0.42522867211682663,Medium,25.89642613191474,0
5389-FFVKB,32,Month-to-month,80.3,2483.05,0.42512665554409024,Medium,34.13767044019045,1
4324-BZCKL,10,Month-to-month,55.55,551.3,0.4248291448426641,Medium,23.59925899600999,0
9281-OFDMF,39,Month-to-month,90.7,3413.25,0.424219028747524,Medium,38.476665907400424,0
0407-BDJKB,60,Month-to-month,95.75,5742.9,0.4241248361960848,Medium,40.60995306577512,1
5373-SFODM,36,Month-to-month,85.25,3132.75,0.42392827573408637,Medium,36.13988550633086,1
7853-OETYL,4,Month-to-month,29.05,129.6,0.4235868477842688,Medium,12.305197928133008,0
4128-ETESU,47,Month-to-month,99.7,4747.2,0.4232934117181485,Medium,42.20235314829941,0
5515-RUGKN,8,Month-to-month,54.75,438.05,0.42328919728867925,Medium,23.17508355155519,0
9495-SKLKD,45,Month-to-month,95.95,4456.65,0.42326309144267904,Medium,40.612093623925055,0
0380-NEAVX,34,One year,99.85,3343.15,0.4228669818916273,Medium,42.22326814187898,0
4902-OHLSK,29,Month-to-month,98.65,2862.75,0.42286649320854913,Medium,41.715779555023374,1
0634-SZPQA,23,Month-to-month,90.05,2169.8,0.42157718151097623,Medium,37.96302519506341,1
6481-ESCNL,29,Month-to-month,100.55,2878.75,0.42127069200448863,Medium,42.35876808105133,0
5569-OUICF,28,Month-to-month,101.3,2812.2,0.42124037011404747,Medium,42.67164949255301,1
7011-CVEUC,25,Month-to-month,95.7,2338.35,0.42110090680136103,Medium,40.29935678089025,0
7401-RUBNK,18,Month-to-month,74.8,1438.05,0.4208920124062746,Medium,31.48272252798934,0
0280-XJGEX,49,Month-to-month,103.7,5036.3,0.4201095893028962,Medium,43.56536441071034,1
2971-SGAFL,13,Month-to-month,78.75,995.35,0.4196415241577054,Medium,33.0467700274193,0
0015-UOCOJ,7,Month-to-month,48.2,340.35,0.41954567972008566,Medium,20.22210176250813,0
1910-FMXJM,36,Month-to-month,80.4,2937.65,0.4190458166439209,Medium,33.691283658171244,0
2782-LFZVW,11,Month-to-month,58.95,601.6,0.41897257463663595,Medium,24.69843327482969,0
1357-MVDOZ,11,Month-to-month,59.65,683.25,0.41885841620835756,Medium,24.98490452682853,0
4143-HHPMK,52,Month-to-month,85.35,4338.6,0.41868271342086716,Medium,35.73456959047101,1
7277-OZCGZ,22,Month-to-month,89.05,1886.25,0.4183803103000629,Medium,37.2567666322206,0
1013-QCWAM,66,Month-to-month,100.8,6690.75,0.417989573964987,Medium,42.133349055670685,0
0461-CVKMU,23,Month-to-month,83.8,1900.25,0.417745740518674,Medium,35.007093055464885,1
1597-FZREH,2,Month-to-month,76.4,160.8,0.4174344292503368,Medium,31.891990394725735,1
0533-BNWKF,55,Month-to-month,85.45,4874.7,0.4174170073312484,Medium,35.66828327645518,1
6538-POCHL,33,Month-to-month,79.0,2576.8,0.41739030570539,Medium,32.97383415072581,0
9898-KZQDZ,40,Month-to-month,94.55,3640.45,0.4173831313620821,Medium,39.46357507028486,1
8623-TMRBY,51,Month-to-month,84.2,4146.05,0.4169773950388271,Medium,35.109496662269244,1
5461-QKNTN,43,Month-to-month,94.3,3953.15,0.41697185964837535,Medium,39.32044636484179,0
4883-QICIH,32,Month-to-month,69.75,2347.9,0.4167829351440619,Medium,29.07060972629832,1
6486-LHTMA,31,One year,90.7,2835.5,0.4166688595020869,Medium,37.791865556839284,0
1689-MRZQR,34,Month-to-month,78.3,2564.3,0.4166607040814052,Medium,32.624533129574026,1
9732-EQMWY,49,Month-to-month,99.4,5025.0,0.41652301920840773,Medium,41.40238810931573,0
5977-CKHON,43,Month-to-month,92.55,4039.0,0.41643323805739757,Medium,38.540896182212144,0
1930-WNXSB,58,Month-to-month,92.85,5305.05,0.4164082784873529,Medium,38.663508657550715,0
0463-ZSDNT,10,Month-to-month,56.75,503.25,0.4162020751601594,Medium,23.619467765339046,0
7030-NJVDP,24,Month-to-month,89.25,2210.2,0.4153515709386866,Medium,37.07012770627777,0
1208-NBVFH,20,Month-to-month,49.6,939.8,0.4151458507997991,Medium,20.591234199670037,0
5828-AVIPD,19,One year,100.95,1875.55,0.4150149272653705,Medium,41.89575690743915,1
5522-NYKPB,25,Month-to-month,85.9,2199.05,0.41494959517270696,Medium,35.64417022533553,0
9278-VZKCD,52,Month-to-month,109.1,5647.95,0.4145595438427674,Medium,45.22844623324592,0
2347-WKKAE,42,Month-to-month,94.4,4014.6,0.4144862459403856,Medium,39.1275016167724,0
1644-IRKSF,33,One year,93.8,3124.5,0.414234823608868,Medium,38.855226454511815,1
6986-IJDHX,39,Month-to-month,86.3,3266.0,0.414222595223782,Medium,35.74740996781239,1
2240-HSJQD,38,Month-to-month,81.85,3141.7,0.41382424717240696,Medium,33.87151463106151,0
0867-MKZVY,20,Month-to-month,82.4,1592.35,0.4137807163751407,Medium,34.095531029311594,1
1228-ZLNBX,21,Month-to-month,75.3,1570.7,0.4135779928928575,Medium,31.14242286483217,0
6410-LEFEN,9,Month-to-month,45.15,416.45,0.4126481485181743,Medium,18.631063905595568,1
1089-HDMKP,11,Month-to-month,54.55,601.25,0.4125338070659638,Medium,22.503719175448325,0
4526-ZJJTM,25,Month-to-month,88.4,2191.15,0.41232937271828685,Medium,36.44991654829656,0
3589-PPVKW,9,Month-to-month,44.4,348.15,0.4119582499167428,Medium,18.290946296303378,0
7798-JVXYM,14,Month-to-month,69.65,921.4,0.41189067558817083,Medium,28.6881855547161,0
8229-MYEJZ,10,Month-to-month,51.2,498.25,0.4117635738397264,Medium,21.082294980593993,0
2085-BOJKI,17,One year,96.65,1588.25,0.41164619025902055,Medium,39.78560428853434,0
9699-UBQFS,43,Month-to-month,94.5,4156.8,0.41160538695611004,Medium,38.8967090673524,0
5213-TWWJU,28,Month-to-month,91.0,2626.15,0.4113284873673667,Medium,37.43089235043037,0
5087-SUURX,18,Month-to-month,39.05,669.85,0.4111554309907628,Medium,16.055619580189287,1
4993-JCRGJ,26,Month-to-month,84.3,2281.6,0.41099117692646525,Medium,34.64655621490102,0
2187-LZGPL,7,Month-to-month,40.1,293.3,0.41084205626426135,Medium,16.474766456196882,1
9626-VFRGG,41,Month-to-month,88.5,3645.05,0.4106004879028133,Medium,36.338143179398976,0
2853-CWQFQ,1,Month-to-month,59.55,59.55,0.41056868181647316,Medium,24.449365002170975,0
2037-XJFUP,33,One year,95.8,3036.75,0.4102334674374443,Medium,39.30036618050716,1
0587-DMGBH,8,Month-to-month,49.85,365.55,0.4101546329286999,Medium,20.446208451495693,1
9940-HPQPG,9,Month-to-month,91.75,865.8,0.40986543468338,Medium,37.605153632200114,1
0943-ZQPXH,44,Month-to-month,92.95,4122.9,0.40982319889843855,Medium,38.09306633760986,0
6288-LBEAR,23,Month-to-month,79.1,1783.75,0.40960748670463715,Medium,32.3999521983368,0
7964-VEXDG,21,Month-to-month,80.35,1747.2,0.40954705199729113,Medium,32.90710562798234,0
8782-LKFPK,44,Month-to-month,90.4,4063.0,0.4095229601774475,Medium,37.02087560004126,0
9530-EHPOH,11,Month-to-month,53.75,608.0,0.40918402900737,Medium,21.993641559146138,1
3234-VKACU,2,Month-to-month,70.3,132.4,0.40912720944202957,Medium,28.76164282377468,0
8775-CEBBJ,9,Month-to-month,44.2,403.35,0.40908162217626076,Medium,18.081407700190727,1
6859-RKMZJ,11,Month-to-month,55.05,608.15,0.4088687613866119,Medium,22.508225314332982,0
3808-HFKDE,20,Month-to-month,44.35,927.15,0.4088194718961514,Medium,18.131143578594315,0
4067-HLYQI,33,Month-to-month,70.4,2406.1,0.40865385565560103,Medium,28.769231438154314,0
6988-CJEYV,49,Month-to-month,98.7,4920.55,0.4085597347043924,Medium,40.32484581532353,0
5173-WXOQV,2,Month-to-month,64.2,143.65,0.4083941081925168,Medium,26.21890174595958,0
2606-RMDHZ,6,Month-to-month,30.5,208.7,0.4078528875999267,Medium,12.439513071797764,1
4760-THGOT,43,Month-to-month,94.1,4107.3,0.4077685819424883,Medium,38.371023560788146,0
4931-TRZWN,13,Month-to-month,71.95,923.85,0.4076167376093098,Medium,29.32802427098984,0
2856-NNASM,43,Month-to-month,89.55,3856.75,0.4071935781308364,Medium,36.4641849216164,1
1550-EENBN,31,Month-to-month,104.35,3205.6,0.40716575916975967,Medium,42.487746969364416,0
6168-YBYNP,59,Month-to-month,111.35,6519.75,0.40713350212524313,Medium,45.33431546164582,0
3415-TAILE,2,Month-to-month,65.7,134.35,0.4063250050203098,Medium,26.695552829834355,1
7641-EUYET,46,Month-to-month,100.7,4541.2,0.40618461275272394,Medium,40.9027905041993,1
3804-RVTGV,50,Month-to-month,103.85,5017.9,0.4061502149498661,Medium,42.17869982254359,1
3331-HQDTW,34,Month-to-month,109.8,3587.25,0.4055890080760532,Medium,44.53367308675064,1
0468-YRPXN,29,Month-to-month,98.8,2807.1,0.40544743986762705,Medium,40.05820705892155,0
7669-LCRSD,12,Month-to-month,56.3,628.65,0.4052640352027425,Medium,22.816365181914403,0
1095-JUDTC,47,Month-to-month,95.05,4504.55,0.40462700603082274,Medium,38.4597969232297,1
1173-NOEYG,27,Month-to-month,90.15,2423.4,0.40459009885998737,Medium,36.47379741222786,0
6635-CPNUN,28,Month-to-month,96.6,2684.35,0.40450843907782574,Medium,39.075515214917964,0
3737-GCSPV,11,Month-to-month,96.2,1222.05,0.4044854017265289,Medium,38.911495646092085,1
9026-LHEVG,9,Month-to-month,40.75,359.4,0.40415213063693195,Medium,16.469199323454976,0
5385-SUIRI,52,Month-to-month,104.2,5568.35,0.40398157595802925,Medium,42.09488021482665,1
6599-GZWCM,13,One year,74.65,966.25,0.4035734167512449,Medium,30.126755560480436,0
0106-GHRQR,16,Month-to-month,71.4,1212.1,0.40354022152564234,Medium,28.812771816930866,0
5204-QZXPU,19,Month-to-month,39.65,733.35,0.40337328468806044,Medium,15.993750737881596,1
1608-GMEWB,45,Month-to-month,93.9,4200.25,0.40336218879268604,Medium,37.87570952763322,0
4824-GUCBY,22,Month-to-month,81.7,1820.9,0.4032488235773517,Medium,32.94542888626963,0
4727-MCYZG,1,Month-to-month,55.55,55.55,0.4031780019824893,Medium,22.39653801012728,0
1803-BGNBD,12,Month-to-month,54.3,654.5,0.40316092313081525,Medium,21.89163812600327,0
0324-BRPCJ,68,Month-to-month,100.2,6851.65,0.4028675004472787,Medium,40.367323544817324,1
2232-DMLXU,1,Month-to-month,55.2,55.2,0.40279306553474864,Medium,22.234177217518127,1
5536-RTPWK,49,Month-to-month,99.05,4853.75,0.4026495866740181,Medium,39.882441560061494,1
6217-TOWGS,17,Month-to-month,75.4,1322.55,0.4025186783547936,Medium,30.34990834795144,0
3665-JATSN,19,Month-to-month,39.7,710.05,0.4018228042372013,Medium,15.952365328216892,0
2133-TSRRM,34,Month-to-month,105.35,3688.6,0.40151940680589604,Medium,42.30006950700115,0
0212-ISBBF,22,Month-to-month,50.35,1098.85,0.40131823452353854,Medium,20.206373108260166,0
1230-QAJDW,3,Month-to-month,65.25,209.9,0.40128069360945195,Medium,26.18356525801674,0
1596-OQSPS,11,Month-to-month,51.1,531.15,0.40115245798524657,Medium,20.4988906030461,0
0207-MDKNV,15,Month-to-month,105.1,1582.75,0.40110324649262546,Medium,42.15595120637494,1
4343-EJVQB,7,Month-to-month,74.35,533.6,0.4009950061754255,Medium,29.813978709142884,0
7421-ZLUPA,8,Month-to-month,29.25,226.95,0.4007150712381976,Medium,11.72091583371728,0
2873-ZLIWT,40,Month-to-month,84.85,3303.05,0.40067027313457493,Medium,33.99687267546868,1
1194-HVAIF,27,Month-to-month,95.0,2462.55,0.4003479564727191,Medium,38.03305586490831,0
7623-TRNQN,1,Month-to-month,49.9,49.9,0.39993673212028924,Medium,19.95684293280243,1
7529-ZDFXI,57,Month-to-month,89.85,4925.35,0.3998775503009731,Medium,35.928997894542434,0
0708-LGSMF,13,Month-to-month,65.85,902.25,0.3998373473587059,Medium,26.32928932357078,0
2582-FFFZR,22,Month-to-month,50.6,1073.3,0.3998216842695023,Medium,20.230977224036817,0
9137-UIYPG,35,Month-to-month,106.9,3756.45,0.3996788980357527,Medium,42.72567420002196,0
4315-MURBD,12,Month-to-month,98.9,1120.95,0.3995147879897221,Medium,39.51201253218352,1
6240-EURKS,18,Month-to-month,35.0,553.0,0.3989237566587863,Medium,13.962331483057522,1
3946-MHCZW,1,Month-to-month,50.9,50.9,0.3980737504098283,Medium,20.26195389586026,1
2103-ZRXFN,1,Month-to-month,50.75,50.75,0.3979094591658822,Medium,20.193905052668523,0
6905-NIQIN,1,Month-to-month,50.65,50.65,0.39779994444589345,Medium,20.148567186184504,1
1047-NNCBF,20,Month-to-month,70.55,1493.55,0.397697277831831,Medium,28.057542951035675,0
9058-CBREO,1,Month-to-month,50.55,50.55,0.39769043995836423,Medium,20.10325173989531,1
7250-EQKIY,1,Month-to-month,50.45,50.45,0.3975809457133006,Medium,20.057958711236015,1
4550-VBOFE,70,Month-to-month,102.95,7101.5,0.39741541874772435,Medium,40.91391736007822,1
0952-KMEEH,13,Month-to-month,98.15,1230.25,0.3970078980212112,Medium,38.96632519078189,1
9089-UOWJG,12,Month-to-month,58.35,740.55,0.39670075103648816,Medium,23.147488822979085,0
4012-ZTHBR,21,Month-to-month,44.95,926.25,0.39663728793943365,Medium,17.828846092877544,0
9667-TKTVZ,2,Month-to-month,54.35,117.05,0.3964151918201746,Medium,21.54516567542649,0
3348-CFRNX,28,Month-to-month,92.35,2602.9,0.39636447448770196,Medium,36.604259218939276,1
7634-WSWDB,8,Month-to-month,38.5,330.8,0.39606202181285394,Medium,15.248387839794876,0
6599-CEBNN,34,Month-to-month,73.95,2524.45,0.39578343781969877,Medium,29.268185226766725,1
1482-OXZSY,30,Month-to-month,100.4,2936.25,0.3956609299902463,Medium,39.72435737102073,0
9873-MNDKV,11,Month-to-month,44.65,472.25,0.39526048112152223,Medium,17.648380482075968,0
4662-EKDPQ,2,Month-to-month,62.05,118.3,0.39502947290504226,Medium,24.51157879375787,1
6825-UYPFK,23,Month-to-month,75.6,1758.6,0.3948601765015337,Medium,29.851429343515946,1
1728-CXQBE,64,Month-to-month,94.25,6081.4,0.3947536872152481,Medium,37.20553502003713,0
2070-FNEXE,7,Month-to-month,76.45,503.6,0.3946737852500776,Medium,30.172810882368434,1
4640-UHDOS,13,Month-to-month,55.95,734.35,0.3946717361439929,Medium,22.081883637256404,1
7813-ZGGAW,31,Month-to-month,96.6,2877.95,0.3945322308524334,Medium,38.111813500345065,0
2921-XWDJH,38,Month-to-month,83.45,3147.15,0.39448303545827407,Medium,32.919609308992975,0
4471-KXAUH,42,Month-to-month,84.3,3588.4,0.39427406999863635,Medium,33.23730410088504,1
7851-FLGGQ,1,Month-to-month,44.65,44.65,0.3941911789724843,Medium,17.600636141121424,1
0504-HHAPI,27,Month-to-month,88.3,2467.75,0.39382983708267966,Medium,34.77517461440061,1
0356-ERHVT,11,Month-to-month,45.9,521.9,0.3935264814181717,Medium,18.06286549709408,0
5356-CSVSQ,3,Month-to-month,64.6,174.2,0.393406601150148,Medium,25.41406643429956,0
7593-XFKDI,1,Month-to-month,46.3,46.3,0.3930460944940208,Medium,18.19803417507316,1
4680-KUTAJ,11,Month-to-month,55.6,580.8,0.3926854315873789,Medium,21.83330999625827,0
7054-LGEQW,1,Month-to-month,45.95,45.95,0.39266446710142094,Medium,18.042932263310295,1
5103-MHMHY,1,Month-to-month,45.95,45.95,0.39266446710142094,Medium,18.042932263310295,1
4948-WBBKL,36,Month-to-month,74.9,2659.45,0.39252518136783887,Medium,29.400136084451134,0
4220-TINQT,61,Month-to-month,106.35,6751.35,0.3924625948818522,Medium,41.73839696568498,0
1956-YIFGE,22,One year,100.05,2090.25,0.39243512568722894,Medium,39.26313432500725,0
5916-QEWPT,2,Month-to-month,69.0,147.8,0.3923086119719711,Medium,27.069294226066006,0
9244-ZVAPM,1,Month-to-month,45.6,45.6,0.3922829707636814,Medium,17.88810346682387,0
8654-DHAOW,2,Month-to-month,54.15,101.65,0.3922118499928572,Medium,21.238271677113215,0
7754-IXRMC,1,Month-to-month,45.35,45.35,0.3920105538502365,Medium,17.777678617108226,0
7112-OPOTK,33,Month-to-month,68.25,2171.15,0.3919805938980503,Medium,26.752675533541932,1
6582-OIVSP,1,Month-to-month,45.3,45.3,0.39195607853053704,Medium,17.755610357433326,0
7252-NTGSS,1,Month-to-month,45.15,45.15,0.39179266871944823,Medium,17.689438992683087,0
4193-ORFCL,1,Month-to-month,45.1,45.1,0.3917382041691659,Medium,17.667393008029382,1
2833-SLKDQ,1,Month-to-month,45.05,45.05,0.3916837423142951,Medium,17.64535259125899,1
3569-EDBPQ,24,Month-to-month,84.35,1938.05,0.3915778412074312,Medium,33.029590905846824,0
7176-WIONM,12,Month-to-month,49.85,617.15,0.39142693210436263,Medium,19.512632565402477,0
2672-OJQZP,1,Month-to-month,44.75,44.75,0.3913570278571547,Medium,17.513226996607674,0
6927-WTFIV,20,Month-to-month,71.3,1389.2,0.39133935177170737,Medium,27.902495781322735,1
4146-SVFUD,1,Month-to-month,44.6,44.6,0.3911937071156017,Medium,17.447239337355835,0
5858-EAFCZ,1,Month-to-month,44.45,44.45,0.3910304107426666,Medium,17.38130175751153,0
0415-MOSGF,1,Month-to-month,44.4,44.4,0.39097598403929523,Medium,17.35933369134471,1
6982-SSHFK,1,Month-to-month,44.4,44.4,0.39097598403929523,Medium,17.35933369134471,1
6845-RGTYS,47,Month-to-month,98.75,4533.7,0.3909730161007537,Medium,38.60858533994943,1
3137-LUPIX,4,Month-to-month,64.4,253.0,0.3906892730175843,Medium,25.160389182332434,0
3085-QUOZK,1,Month-to-month,43.95,43.95,0.390486265917746,Medium,17.161871387084936,1
9710-ZUSHQ,37,Month-to-month,106.75,4056.75,0.3901261378422515,Medium,41.64596521466034,1
7501-VTYLJ,2,Month-to-month,51.55,106.2,0.38986830244073234,Medium,20.097710990819753,0
7240-FQLHE,18,Month-to-month,99.75,1836.25,0.389768832438796,Medium,38.8794410357699,1
4797-AXPXK,1,Month-to-month,60.0,60.0,0.3897648403340155,Medium,23.38589042004093,1
6987-XQSJT,54,Month-to-month,79.5,4370.25,0.3893296861657289,Medium,30.951710050175446,1
7683-CBDKJ,14,Month-to-month,65.45,937.6,0.3891910166195325,Medium,25.4725520377484,1
4840-ORQXB,56,Month-to-month,104.75,5841.35,0.38900388471532105,Medium,40.748156923929876,0
8791-GFXLZ,12,Month-to-month,49.05,593.05,0.38897184833415993,Medium,19.079069160790542,0
6143-JQKEA,10,Month-to-month,45.8,436.2,0.3883877046311049,Medium,17.788156872104604,0
4223-WOZCM,2,Month-to-month,49.95,107.1,0.38829961496581766,Medium,19.395565767542593,0
6968-GMKPR,55,Month-to-month,81.55,4509.5,0.3882913419770707,Medium,31.665158938230114,0
1928-BXYIV,1,Month-to-month,61.15,61.15,0.3880814351492904,Medium,23.731179759379106,0
7055-HNEOJ,3,Month-to-month,55.8,154.55,0.38782766252294537,Medium,21.64078356878035,0
3976-BWUCK,30,Month-to-month,94.1,2804.45,0.38777375287912896,Medium,36.48951014592603,1
3580-REOAC,10,Month-to-month,44.85,435.4,0.38736678066612734,Medium,17.37340011287581,1
8805-JNRAZ,2,Month-to-month,49.2,103.7,0.38730578752242983,Medium,19.05544474610355,0
5948-UJZLF,2,Month-to-month,49.25,97.0,0.3869022000976209,Medium,19.05493335480783,0
8645-KWHJO,14,Month-to-month,55.0,771.95,0.3865918165919361,Medium,21.262549912556484,0
4619-EVPHY,20,One year,91.0,1859.5,0.386340302726289,Medium,35.1569675480923,0
6233-HXJMX,45,Month-to-month,89.3,4192.15,0.3862457660417825,Medium,34.49174690753118,0
3466-RITXD,26,Month-to-month,92.4,2349.8,0.38620840609660145,Medium,35.68565672332598,0
3500-RMZLT,15,Month-to-month,96.3,1426.75,0.3862063760581621,Medium,37.19167401440101,1
9261-WDCAF,3,Month-to-month,54.65,189.1,0.38607420782246155,Medium,21.098955457497524,0
9112-WSNPU,35,Month-to-month,70.55,2419.0,0.3859877390442127,Medium,27.231434989569205,0
4238-JSSWH,35,Month-to-month,102.05,3452.55,0.38583060025990046,Medium,39.37401275652284,0
3413-BMNZE,1,Month-to-month,45.25,45.25,0.38553114922667203,Medium,17.445284502506908,0
5515-AKOAJ,54,Month-to-month,100.1,5440.9,0.38517466570526687,Medium,38.55598403709721,1
3688-FTHLT,16,Month-to-month,63.05,1067.05,0.38509317072396854,Medium,24.280124414146215,0
2309-OSFEU,10,Month-to-month,33.9,298.45,0.3850792757261417,Medium,13.054187447116202,1
0541-FITGH,2,Month-to-month,62.15,113.1,0.3847777035115132,Medium,23.913934273240546,0
9108-EJFJP,1,Month-to-month,53.55,53.55,0.3845607709868694,Medium,20.593229286346855,0
8806-EAGWC,3,Month-to-month,55.15,159.15,0.3845538530673927,Medium,21.208144996666707,1
7627-JKIAZ,37,Month-to-month,78.95,2839.65,0.38451720203498596,Medium,30.35763310066214,1
7734-DBOAI,1,Month-to-month,40.1,40.1,0.3845167786355595,Medium,15.419122823285937,1
6641-XRPSU,34,Month-to-month,70.0,2416.1,0.3843872610694205,Medium,26.907108274859436,1
6145-NNPNO,1,Month-to-month,44.15,44.15,0.3843405984876104,Medium,16.968637423227996,0
1481-ZUWZA,28,Month-to-month,94.5,2659.4,0.38421452803325007,Medium,36.30827289914213,1
3197-ARFOY,19,Month-to-month,105.0,2007.25,0.38416570452414545,Medium,40.33739897503527,0
4881-JVQOD,10,Month-to-month,34.55,362.6,0.38373374769982654,Medium,13.258000983029007,0
4720-VSTSI,44,Month-to-month,84.8,3862.55,0.38365807108405897,Medium,32.5342044279282,1
1271-SJBGZ,12,Month-to-month,43.65,526.95,0.3835717093111928,Medium,16.742905111433565,1
6439-GTPCA,45,Month-to-month,87.25,3941.7,0.38352148269188235,Medium,33.462249364866736,1
9732-KPKBW,1,Month-to-month,53.95,53.95,0.383207128530546,Medium,20.67402458422296,1
2432-TFSMK,18,One year,89.6,1633.0,0.38292220438504626,Medium,34.309829512900144,0
9688-YGXVR,44,Month-to-month,88.15,3973.2,0.3828004918178166,Medium,33.74386335374054,0
1548-ARAGG,4,Month-to-month,58.5,224.85,0.38278413891890345,Medium,22.39287212675585,0
0701-RFGFI,49,Month-to-month,95.4,4613.95,0.38257529393404127,Medium,36.49768304130754,0
1501-SGHBW,2,Month-to-month,45.85,81.0,0.38237086407047877,Medium,17.531704117631453,1
8773-HHUOZ,17,Month-to-month,64.7,1093.1,0.3823419582396352,Medium,24.737524698104398,1
4026-SKKHW,3,Month-to-month,50.25,152.3,0.3820442272272572,Medium,19.197722418169676,0
1763-WQFUK,3,Month-to-month,50.5,147.75,0.3819900829784321,Medium,19.290499190410824,0
4581-LNWUM,13,Month-to-month,49.15,649.4,0.38198229698438485,Medium,18.774429896782515,0
6591-QGOYB,17,Month-to-month,106.65,1672.1,0.38189126873197077,Medium,40.72870381026468,0
1564-HJUVY,4,Month-to-month,63.75,226.2,0.3818571166097485,Medium,24.343391183871468,0
4329-YPDDQ,20,Month-to-month,108.2,2203.7,0.38182634783416625,Medium,41.31361083565679,0
4208-UFFGW,2,Month-to-month,44.95,85.15,0.3817403698754967,Medium,17.159229625903578,1
9286-DOJGF,38,Month-to-month,74.95,2869.85,0.38171549130737314,Medium,28.609576073487617,1
7794-JASDG,1,Month-to-month,50.75,50.75,0.3815358939227214,Medium,19.36294661657811,0
6888-SBYAI,1,Month-to-month,50.7,50.7,0.3814819608891289,Medium,19.341135417078835,0
5302-BDJNT,35,Month-to-month,95.5,3418.2,0.38142514834516733,Medium,36.42610166696348,0
9948-YPTDG,38,Month-to-month,79.45,3013.05,0.3813118008147194,Medium,30.295222574729458,1
3208-YPIOE,39,Month-to-month,75.25,3017.65,0.3811240893168087,Medium,28.679587721089852,1
8158-WPEZG,11,Month-to-month,35.65,425.1,0.38110680997887064,Medium,13.586457775746737,0
9661-MHUMO,1,Month-to-month,49.25,49.25,0.38104220354555135,Medium,18.766328524618405,1
5536-SLHPM,55,Month-to-month,77.75,4458.15,0.3809625581052747,Medium,29.619838892685106,1
5099-BAILX,43,Month-to-month,110.75,4687.9,0.3808845561714696,Medium,42.182964595990256,1
3055-MJDSB,9,Month-to-month,24.6,190.1,0.38085728560403304,Medium,9.369089225859213,0
3751-KTZEL,1,Month-to-month,35.05,35.05,0.38084718568525844,Medium,13.348693858268307,1
4625-EWPTF,8,Month-to-month,30.45,226.45,0.3807821285578159,Medium,11.594815814585495,1
4432-ADRLB,2,Month-to-month,44.65,74.9,0.38074586516664677,Medium,17.00030287969078,1
8751-EDEKA,28,Month-to-month,89.9,2433.5,0.3805678453934424,Medium,34.21304930087047,0
8992-VONJD,13,Month-to-month,56.0,764.55,0.38043087984514584,Medium,21.30412927132817,0
2957-LOLHO,12,Month-to-month,45.4,518.9,0.38025273824065015,Medium,17.263474316125517,1
1600-DILPE,12,Month-to-month,45.0,524.35,0.3802159305381229,Medium,17.109716874215533,0
0778-NELLA,9,Month-to-month,34.7,296.1,0.38018765323607895,Medium,13.192511567291941,1
5207-PLSTK,1,Month-to-month,48.75,48.75,0.3793808632534216,Medium,18.494817083604303,0
7850-VWJUU,23,Month-to-month,75.0,1778.5,0.37926687336708254,Medium,28.44501550253119,0
0322-YINQP,1,Month-to-month,48.55,48.55,0.37916562009181815,Medium,18.40849085545777,1
9761-XUJWD,5,Month-to-month,65.6,339.9,0.3789037729641523,Medium,24.85608750644839,0
7470-MCQTK,13,Month-to-month,48.75,633.4,0.37886952376955113,Medium,18.469889283765617,1
4718-DHSMV,11,Month-to-month,35.8,363.15,0.3788650614546981,Medium,13.563369200078192,0
9481-SFCQY,14,Month-to-month,59.8,824.85,0.37875331101681553,Medium,22.649447998805567,0
8967-SZQAS,14,Month-to-month,50.45,765.45,0.3786320155377386,Medium,19.101985183878913,0
5143-EGQFK,10,Month-to-month,29.65,291.4,0.3785223800296869,Medium,11.223188567880216,1
6985-HAYWX,26,Month-to-month,79.3,2015.8,0.37837938944950683,Medium,30.00548558334589,0
4811-JBUVU,30,Month-to-month,89.9,2723.15,0.37802950284718173,Medium,33.98485230596164,0
5208-HFSBT,2,Month-to-month,55.05,102.75,0.378025041416631,Medium,20.810278529985535,1
2027-WKXMW,63,Month-to-month,108.75,6871.7,0.3779619830171913,Medium,41.10336565311955,0
3466-WAESX,16,Month-to-month,69.1,1083.7,0.3777214061025852,Medium,26.100549161688637,0
5493-SDRDQ,2,Month-to-month,55.1,113.35,0.37766776807555374,Medium,20.80949402096301,1
7268-IGMFD,18,Month-to-month,93.9,1743.9,0.3775983471995092,Medium,35.45648480203391,0
6817-WTYHE,2,Month-to-month,44.9,111.05,0.37712050922430534,Medium,16.93271086417131,0
7599-FKVXZ,42,Month-to-month,106.15,4512.7,0.37692254295522254,Medium,40.010327934696875,1
7852-LECYP,13,Month-to-month,93.8,1261.0,0.3765480387084139,Medium,35.32020603084922,0
6243-OZGFH,23,Month-to-month,44.95,996.85,0.3763103322417388,Medium,16.915149434266162,0
2842-JTCCU,2,Month-to-month,46.05,80.35,0.3762170457062009,Medium,17.32479495477055,1
0374-AACSZ,1,Month-to-month,50.15,50.15,0.3762093333205921,Medium,18.866898066027694,0
